Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2018-07-04,380.0,385.0,370.39,373.88,373.88,126.0,0.47
2018-07-03,375.0,439.7,370.0,426.0,415.98,88.0,0.36
2018-07-02,370.45,370.45,370.25,370.45,370.45,64.0,0.24
2018-06-29,370.69,370.69,370.28,370.28,370.28,112.0,0.42
2018-06-28,378.0,387.0,362.95,366.42,366.42,190.0,0.7
2018-06-27,373.71,373.71,369.56,369.56,369.56,22.0,0.08
2018-06-26,372.83,373.82,372.5,372.5,372.5,304.0,1.13
2018-06-25,374.74,374.94,374.0,374.0,374.0,44.0,0.16
2018-06-22,378.0,380.0,371.61,371.61,371.61,4.0,0.02
2018-06-21,373.51,373.51,373.51,373.51,373.51,23.0,0.09
2018-06-20,378.0,396.0,371.42,371.82,371.82,266.0,1.0
2018-06-19,376.0,380.0,376.0,376.0,376.0,4.0,0.02
2018-06-18,375.5,375.5,371.0,371.0,371.0,111.0,0.42
2018-06-15,372.53,374.21,371.53,372.12,372.12,147.0,0.55
2018-06-14,373.66,373.66,371.2,371.2,371.2,97.0,0.36
2018-06-13,374.96,374.96,374.96,374.96,374.96,38.0,0.14
2018-06-12,373.2,373.2,372.52,372.52,372.52,36.0,0.13
2018-06-11,372.36,373.84,372.36,372.77,372.77,42.0,0.16
2018-06-08,371.43,371.43,369.16,370.0,370.0,293.0,1.09
2018-06-07,371.8,371.8,371.8,371.8,371.8,2.0,0.01
2018-06-06,367.48,367.48,367.03,367.03,367.03,3.0,0.01
2018-06-05,366.71,366.71,365.69,365.69,365.69,5.0,0.02
2018-06-04,369.11,369.11,369.11,369.11,369.11,29.0,0.11
2018-06-01,370.0,371.64,370.0,370.63,370.63,48.0,0.18
2018-05-31,366.35,366.35,366.35,366.35,366.35,2.0,0.01
2018-05-30,365.27,365.27,364.41,364.41,364.41,3.0,0.01
2018-05-29,368.44,368.44,365.36,365.36,365.36,114.0,0.42
2018-05-28,368.05,369.08,368.05,369.08,369.08,69.0,0.25
2018-05-25,364.76,364.76,364.75,364.75,364.75,17.0,0.06
2018-05-24,360.24,360.24,360.01,360.01,360.01,349.0,1.26
2018-05-23,361.75,361.75,360.96,360.96,360.96,79.0,0.29
2018-05-22,363.51,363.51,360.78,361.19,361.19,11.0,0.04
2018-05-21,364.95,364.96,361.87,361.87,361.87,417.0,1.52
2018-05-18,366.16,366.16,363.71,363.71,363.71,99.0,0.36
2018-05-17,370.16,370.16,369.18,369.18,369.18,39.0,0.14
2018-05-16,375.0,375.0,370.0,370.0,370.0,6.0,0.02
2018-05-15,375.0,375.72,375.0,375.72,375.72,21.0,0.08
2018-05-14,371.0,372.73,371.0,371.0,371.0,107.0,0.4
2018-05-11,369.77,371.99,369.77,371.99,371.99,252.0,0.94
2018-05-10,369.18,370.64,368.18,368.18,368.18,267.0,0.98
2018-05-09,368.24,369.24,367.38,367.58,367.58,396.0,1.46
2018-05-08,369.7,369.7,367.85,367.85,367.85,279.0,1.03
2018-05-07,366.3,367.92,366.3,367.26,367.26,272.0,1.0
2018-05-04,365.09,366.35,365.0,365.0,365.0,125.0,0.46
2018-05-03,367.72,367.72,367.72,367.72,367.72,2.0,0.01
2018-05-02,367.85,368.65,366.59,366.94,366.94,173.0,0.64
2018-04-30,366.19,367.45,366.19,367.45,367.45,30.0,0.11
2018-04-27,365.0,366.52,365.0,365.7,365.7,32.0,0.12
2018-04-26,362.05,363.42,362.05,363.42,363.42,3.0,0.01
2018-04-25,361.35,361.35,361.35,361.35,361.35,15.0,0.05
2018-04-24,361.92,361.92,360.48,360.48,360.48,17.0,0.06
2018-04-23,359.85,361.92,359.85,360.94,361.32,148.0,0.53
2018-04-20,359.64,359.84,359.64,359.84,359.84,30.0,0.11
2018-04-19,360.14,360.54,358.92,358.92,358.92,4.0,0.01
2018-04-18,350.0,375.0,344.95,358.49,358.49,809.0,2.88
2018-04-17,359.48,359.93,359.48,359.93,359.93,51.0,0.18
2018-04-16,375.0,375.0,357.21,357.4,357.4,535.0,1.92
2018-04-13,358.39,358.59,357.11,358.14,358.14,186.0,0.67
2018-04-12,355.43,356.25,355.43,355.83,355.83,128.0,0.46
2018-04-11,419.0,419.0,303.35,354.28,354.28,251.0,0.92
2018-04-10,355.61,355.61,354.22,354.22,354.22,160.0,0.57
